event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag
AE00308,C0182,O00880,2025-04-01 08:58:00,eta_refresh,S58033,iOS,central,535,1
AE00309,C0169,O01161,2024-12-15 06:35:00,delivery_instruction_update,S21517,Android,west,295,1
AE00310,C0229,O01161,2025-09-25 04:08:00,chat_opened,S21891,iOS,west,206,1
AE00311,C0312,,2024-08-26 16:45:00,chat_escalated,S51997,iOS,west,243,1
AE00312,C0517,,2025-11-26 03:53:00,eta_refresh,S16386,Android,riverside,512,1
AE00313,C0337,O00032,2025-11-18 21:27:00,track_order,S88456,Android,west,400,1
AE00314,C0047,O00755,2024-12-20 19:40:00,cancel_attempt,S71075,iOS,south,579,1
AE00315,C0137,O00044,2025-02-13 08:27:00,delivery_instruction_update,S89689,Android,west,296,1
AE00316,C0304,O01244,2025-02-17 13:00:00,eta_refresh,S25067,Android,airport,440,1
AE00317,C0014,O00912,2025-05-03 14:40:00,track_order,S67860,Web,riverside,584,1
AE00318,C0031,O00212,2024-01-01 15:57:00,track_order,S16209,iOS,airport,668,1
AE00319,C0330,,2025-08-10 16:14:00,track_order,S94639,Android,north,231,1
AE00320,C0244,O00884,2024-10-29 23:06:00,chat_opened,S67074,Android,north,60,1
AE00321,C0239,O00437,2024-02-01 21:51:00,search_route,S46797,iOS,riverside,356,1
AE00322,C0481,O00344,2024-01-26 21:37:00,eta_refresh,S17051,Android,riverside,147,1
AE00323,C0648,O01237,2025-03-11 03:52:00,payment_retry,S20836,iOS,central,752,0
AE00324,C0078,O00721,2025-05-22 15:38:00,eta_refresh,S34536,Web,east,310,1
AE00325,C0479,O00062,2024-06-29 12:26:00,eta_refresh,S70624,Android,north,180,1
AE00326,C0518,O00946,2025-07-01 13:21:00,track_order,S29534,iOS,airport,202,1
AE00327,C0186,O00341,2024-02-13 16:18:00,search_route,S92655,Web,central,311,1
AE00328,C0517,,2024-12-05 05:55:00,track_order,S81197,Android,north,76,1
AE00329,C0172,O00193,2024-08-21 13:52:00,track_order,S67439,Android,airport,387,1
AE00330,C0479,O00220,2024-06-04 23:57:00,payment_retry,S57427,Web,airport,577,1
AE00331,C0227,,2024-09-28 03:50:00,eta_refresh,S87401,Web,south,731,1
AE00332,C0247,O00391,2024-04-23 06:44:00,chat_opened,S99938,Android,west,409,1
AE00333,C0138,O00453,2024-05-05 18:40:00,chat_opened,S20673,iOS,north,944,1
AE00334,C0274,,2025-03-15 01:52:00,track_order,S60524,Web,central,313,1
AE00335,C0520,O00499,2025-08-01 01:29:00,chat_opened,S97260,iOS,east,389,1
AE00336,C0467,,2025-01-20 01:08:00,payment_retry,S49538,Web,east,468,1
AE00337,C0529,O00319,2025-05-19 05:31:00,search_route,S60782,iOS,airport,385,1
AE00338,C0257,O00890,2024-08-01 09:26:00,payment_retry,S92069,Android,south,523,1
AE00339,C0316,,2025-06-04 13:22:00,search_route,S71556,iOS,airport,590,1
AE00340,C0330,O00762,2024-06-11 14:01:00,track_order,S97505,iOS,east,444,1
AE00341,C0537,O01121,2025-06-24 07:43:00,chat_opened,S44241,iOS,riverside,527,1
AE00342,C0245,O00134,2025-02-26 11:20:00,delivery_instruction_update,S34258,Android,west,897,1
AE00343,C0113,,2025-03-18 08:14:00,eta_refresh,S30321,Android,central,595,1
AE00344,C0429,,2024-05-14 09:28:00,chat_escalated,S24008,Web,central,998,0
AE00345,C0535,O01106,2025-10-25 23:21:00,track_order,S27492,iOS,north,425,1
AE00346,C0367,O00864,2025-07-24 12:46:00,track_order,S85123,Android,east,466,1
AE00347,C0198,,2024-11-19 11:28:00,track_order,S52660,Web,south,632,1
AE00348,C0470,O00950,2025-05-06 06:45:00,chat_opened,S12702,Android,central,73,1
AE00349,C0568,O00258,2025-07-01 01:46:00,search_route,S68625,Android,central,599,1
AE00350,C0440,O00649,2024-07-11 13:26:00,chat_escalated,S55047,Web,riverside,431,1
AE00351,C0374,,2024-08-10 14:40:00,chat_opened,S77770,iOS,riverside,665,1
AE00352,C0372,O01052,2025-07-04 15:37:00,payment_retry,S40310,Android,east,339,0
AE00353,C0467,O01164,2025-06-19 03:46:00,track_order,S84118,Web,airport,1240,1
AE00354,C0240,O00522,2025-12-31 09:17:00,payment_retry,S88059,iOS,airport,224,1
AE00355,C0024,O00498,2025-09-05 07:19:00,eta_refresh,S50272,Web,central,162,1
AE00356,C0188,,2025-06-02 05:26:00,delivery_instruction_update,S19198,Android,airport,439,1
AE00357,C0237,O00715,2024-03-31 09:46:00,track_order,S58207,Android,west,155,1
AE00358,C0150,,2025-09-15 07:41:00,cancel_attempt,S49398,iOS,west,436,1
AE00359,C0246,O00285,2025-07-20 17:10:00,chat_opened,S75742,Android,north,421,1
AE00360,C0494,,2024-08-24 23:13:00,search_route,S90549,Android,south,546,1
AE00361,C0107,O01138,2024-08-11 22:50:00,chat_opened,S52326,Android,airport,1690,1
AE00362,C0110,O00472,2025-05-18 06:34:00,cancel_attempt,S41990,Android,central,712,1
AE00363,C0502,,2024-05-27 09:15:00,eta_refresh,S13723,iOS,west,314,1
AE00364,C0442,O00437,2025-12-28 12:16:00,chat_opened,S62470,Android,west,191,1
AE00365,C0495,,2024-05-26 00:06:00,track_order,S52410,Web,south,345,1
AE00366,C0303,O00876,2025-02-12 17:14:00,track_order,S28427,iOS,east,374,1
AE00367,C0422,,2025-12-09 08:52:00,payment_retry,S64636,iOS,riverside,250,0
AE00368,C0198,O00108,2024-05-13 12:41:00,eta_refresh,S81518,iOS,south,690,1
AE00369,C0233,O00056,2025-07-03 19:28:00,payment_retry,S64693,Android,south,767,1
AE00370,C0143,O00349,2025-11-04 05:48:00,track_order,S81391,Android,south,248,1
AE00371,C0465,O00120,2025-09-02 04:20:00,delivery_instruction_update,S69933,Android,south,567,1
AE00372,C0031,O01153,2025-01-11 08:26:00,chat_escalated,S31367,Android,north,421,0
AE00373,C0428,O00887,2024-06-05 00:55:00,eta_refresh,S30198,Web,airport,749,1
AE00374,C0235,,2025-07-27 14:49:00,delivery_instruction_update,S26479,Android,south,446,1
AE00375,C0191,O01124,2025-03-22 13:47:00,delivery_instruction_update,S67260,iOS,riverside,669,1
AE00376,C0097,O00348,2025-10-15 06:18:00,track_order,S46372,Android,east,337,1
AE00377,C0144,O00866,2024-11-14 08:15:00,eta_refresh,S75566,Android,south,60,1
AE00378,C0528,O01093,2025-07-17 03:13:00,track_order,S64607,iOS,airport,668,1
AE00379,C0649,O00517,2024-02-27 15:55:00,chat_opened,S53800,iOS,south,301,1
AE00380,C0134,O01002,2025-12-21 09:44:00,eta_refresh,S23762,Android,central,60,1
AE00381,C0573,O00812,2025-04-17 07:41:00,eta_refresh,S64472,Android,east,517,1
AE00382,C0361,O01249,2025-11-02 07:29:00,eta_refresh,S86079,iOS,central,428,1
AE00383,C0313,O01239,2025-07-08 22:02:00,chat_escalated,S25556,iOS,north,534,1
AE00384,C0425,O00303,2025-07-13 15:37:00,payment_retry,S91940,Android,airport,265,1
AE00385,C0331,O01246,2025-02-23 03:07:00,delivery_instruction_update,S85959,iOS,riverside,636,1
AE00386,C0269,O01127,2025-03-20 05:38:00,chat_opened,S72987,iOS,east,436,1
AE00387,C0430,,2024-12-23 11:44:00,eta_refresh,S12449,Android,central,1103,1
AE00388,C0437,,2025-07-07 13:49:00,payment_retry,S40594,Android,central,363,1
AE00389,C0026,O00884,2024-07-14 21:54:00,search_route,S34019,Web,airport,1265,1
AE00390,C0140,,2025-06-17 17:49:00,delivery_instruction_update,S39323,iOS,east,324,1
AE00391,C0058,,2024-06-01 07:38:00,eta_refresh,S98672,Web,west,68,1
AE00392,C0617,,2024-07-25 22:02:00,chat_opened,S55184,Android,south,552,1
AE00393,C0406,O01209,2025-01-01 09:37:00,chat_escalated,S87121,iOS,west,324,1
AE00394,C0292,O01005,2025-04-26 09:01:00,chat_opened,S35246,iOS,east,267,1
AE00395,C0016,O00748,2024-04-30 02:38:00,search_route,S79318,iOS,airport,161,1
AE00396,C0564,O00111,2024-01-02 03:02:00,track_order,S54033,Web,airport,1633,1
AE00397,C0517,O00180,2024-08-16 20:27:00,search_route,S72253,iOS,airport,676,1
AE00398,C0317,,2025-04-24 02:57:00,track_order,S10823,Android,riverside,442,1
AE00399,C0617,,2025-04-03 23:33:00,search_route,S59034,iOS,airport,504,1
AE00400,C0256,O01216,2024-10-07 04:49:00,search_route,S90819,iOS,north,149,1
AE00401,C0401,,2025-08-10 10:58:00,eta_refresh,S66819,Android,west,692,1
AE00402,C0459,O00554,2025-01-15 08:37:00,track_order,S46288,iOS,south,655,1
AE00403,C0180,O00149,2025-03-19 09:20:00,payment_retry,S10192,Android,central,108,1
AE00404,C0121,O01227,2025-04-05 09:01:00,eta_refresh,S46724,iOS,riverside,521,1
AE00405,C0534,O00754,2024-10-26 21:19:00,search_route,S47493,Android,airport,391,1
AE00406,C0347,,2024-04-14 08:45:00,search_route,S35157,Web,south,314,1
AE00407,C0323,O00442,2025-01-12 17:00:00,track_order,S11233,iOS,riverside,435,1
AE00408,C0188,O01142,2024-01-27 06:30:00,delivery_instruction_update,S52727,Android,west,94,1
AE00409,C0553,O00968,2025-05-18 14:10:00,payment_retry,S15466,Android,south,247,1
AE00410,C0377,O00170,2024-08-15 13:48:00,cancel_attempt,S21027,Android,central,556,1
AE00411,C0232,O00652,2025-07-11 06:55:00,eta_refresh,S54027,Web,west,318,1
AE00412,C0005,,2025-12-17 03:49:00,search_route,S77981,Android,west,363,1
AE00413,C0615,O00548,2025-06-30 19:24:00,chat_opened,S29100,Web,east,415,1
AE00414,C0347,,2025-11-27 13:43:00,delivery_instruction_update,S35015,Android,airport,863,1
AE00415,C0073,,2025-01-14 07:33:00,track_order,S23089,Android,east,189,1
AE00416,C0567,,2024-12-03 09:17:00,payment_retry,S49000,Android,south,377,1
AE00417,C0381,O01091,2025-05-26 16:35:00,payment_retry,S83880,Android,west,93,0
AE00418,C0012,O01122,2025-11-06 16:41:00,track_order,S77156,Android,west,489,1
AE00419,C0098,,2025-12-13 06:08:00,chat_escalated,S21703,iOS,south,218,0
AE00420,C0292,O00068,2025-07-12 13:05:00,track_order,S85103,Android,north,313,1
AE00421,C0248,,2025-05-29 14:18:00,payment_retry,S91752,Web,riverside,626,1
AE00422,C0441,O00626,2024-05-03 17:49:00,eta_refresh,S44698,Android,airport,1148,1
AE00423,C0397,,2024-08-17 11:02:00,payment_retry,S97087,Android,east,417,1
AE00424,C0122,O00515,2025-01-30 01:54:00,track_order,S63816,Android,airport,863,1
AE00425,C0444,O00651,2025-12-13 07:30:00,track_order,S51771,Web,airport,427,1
AE00426,C0232,O00442,2024-01-06 16:17:00,eta_refresh,S91627,Android,east,385,1
AE00427,C0163,,2024-09-11 08:22:00,delivery_instruction_update,S86956,Android,north,336,1
AE00428,C0410,,2024-03-14 05:03:00,chat_opened,S38484,Android,central,242,1
AE00429,C0604,O00119,2025-05-29 18:52:00,delivery_instruction_update,S89816,iOS,riverside,374,1
AE00430,C0293,O00589,2025-02-27 18:39:00,eta_refresh,S54890,Android,north,507,1
AE00431,C0498,O00890,2024-12-12 02:40:00,search_route,S42910,Android,south,840,1
AE00432,C0566,,2025-08-22 15:42:00,search_route,S57637,Android,north,489,1
AE00433,C0505,O01229,2024-11-08 11:31:00,cancel_attempt,S95338,Web,south,173,1
AE00434,C0568,O00624,2024-07-01 20:26:00,track_order,S65887,Android,east,572,1
AE00435,C0443,,2024-09-19 15:35:00,eta_refresh,S85198,Android,south,627,1
AE00436,C0105,O00400,2024-09-11 01:02:00,payment_retry,S32334,iOS,riverside,607,1
AE00437,C0039,O01030,2024-01-22 18:04:00,payment_retry,S89304,iOS,west,153,0
AE00438,C0141,O00110,2025-06-03 18:59:00,eta_refresh,S56257,Android,riverside,880,1
AE00439,C0266,O00694,2025-06-22 20:44:00,chat_opened,S88251,iOS,south,442,1
AE00440,C0343,O00175,2024-10-10 07:45:00,eta_refresh,S65286,Android,east,343,1
AE00441,C0410,O00491,2025-02-03 05:01:00,track_order,S20334,Android,east,633,1
AE00442,C0399,O01089,2024-03-29 12:18:00,chat_opened,S61743,iOS,airport,613,1
AE00443,C0352,O00052,2024-06-17 16:24:00,track_order,S44595,Web,north,427,1
AE00444,C0033,O00457,2025-10-27 22:48:00,chat_opened,S80276,Android,central,444,1
AE00445,C0059,O00368,2024-08-28 18:45:00,search_route,S64535,Android,east,257,1
AE00446,C0363,,2024-12-08 21:41:00,delivery_instruction_update,S49168,iOS,south,295,1
AE00447,C0482,,2024-05-27 00:40:00,cancel_attempt,S25973,Android,airport,427,1
AE00448,C0116,O00640,2025-06-03 06:20:00,payment_retry,S60860,Web,west,696,1
AE00449,C0448,O01046,2025-05-16 16:42:00,track_order,S75654,Android,central,354,1
AE00450,C0127,O00569,2024-10-17 16:23:00,cancel_attempt,S31505,Android,riverside,481,1
AE00451,C0263,O00397,2024-04-19 20:58:00,payment_retry,S48520,Web,north,566,1
AE00452,C0328,O01033,2025-10-14 21:53:00,payment_retry,S67845,Android,south,865,1
AE00453,C0533,O01050,2025-01-07 07:22:00,eta_refresh,S27396,Android,south,60,1
AE00454,C0319,,2024-06-16 07:27:00,cancel_attempt,S86441,Android,south,619,1
AE00455,C0185,,2025-06-15 06:13:00,delivery_instruction_update,S73947,iOS,riverside,144,1
AE00456,C0065,O00468,2025-08-26 00:32:00,chat_opened,S41927,iOS,west,445,1
AE00457,C0646,,2025-04-02 08:36:00,payment_retry,S34228,Web,airport,881,1
AE00458,C0227,,2024-02-08 23:26:00,search_route,S49487,Android,north,606,1
AE00459,C0530,O00259,2025-05-01 22:20:00,eta_refresh,S39920,Android,riverside,633,1
AE00460,C0207,,2025-04-08 18:47:00,cancel_attempt,S22911,iOS,riverside,253,1
AE00461,C0338,O00694,2025-01-20 13:17:00,search_route,S99353,Android,south,560,1
AE00462,C0306,O00871,2024-07-08 17:38:00,track_order,S25207,Web,airport,1403,1
AE00463,C0632,O00578,2025-12-12 16:29:00,search_route,S67860,iOS,west,459,1
AE00464,C0141,,2025-06-13 02:18:00,chat_opened,S99949,Android,east,498,1
AE00465,C0405,O00472,2024-10-14 12:40:00,payment_retry,S46496,Android,north,289,1
AE00466,C0340,O00877,2025-02-07 04:03:00,delivery_instruction_update,S79340,iOS,north,741,1
AE00467,C0020,O00568,2024-11-16 21:24:00,eta_refresh,S88112,Web,north,72,1
AE00468,C0256,O00270,2025-08-21 17:49:00,chat_opened,S77533,Android,airport,386,1
AE00469,C0364,O00426,2025-10-01 02:21:00,chat_opened,S25925,Android,north,230,1
AE00470,C0426,O00313,2024-07-12 14:41:00,chat_opened,S38146,iOS,north,630,1
AE00471,C0483,,2024-08-30 13:38:00,track_order,S61566,iOS,riverside,535,1
AE00472,C0598,O00433,2024-08-03 09:44:00,search_route,S33427,iOS,west,400,1
AE00473,C0237,O00215,2025-01-30 21:28:00,payment_retry,S43089,Android,central,404,1
AE00474,C0395,O01240,2025-11-06 13:46:00,chat_opened,S54474,Android,west,476,1
AE00475,C0408,O00456,2025-11-20 04:29:00,track_order,S71913,iOS,south,763,1
AE00476,C0523,O00217,2024-04-23 05:35:00,track_order,S88872,Web,west,294,1
AE00477,C0266,,2024-03-30 19:25:00,delivery_instruction_update,S53022,iOS,airport,365,1
AE00478,C0629,O00162,2024-08-04 19:21:00,cancel_attempt,S92557,iOS,west,511,1
AE00479,C0607,O00836,2025-01-09 13:34:00,eta_refresh,S96851,iOS,west,266,1
AE00480,C0376,O00946,2025-09-17 13:25:00,eta_refresh,S83765,Web,west,655,1
AE00481,C0120,O00026,2025-02-09 09:36:00,eta_refresh,S31920,iOS,west,486,1
AE00482,C0538,O01053,2025-05-25 15:42:00,track_order,S90703,Android,central,363,1
AE00483,C0220,O00464,2025-08-05 22:34:00,payment_retry,S60131,Android,north,378,1
AE00484,C0409,O00954,2024-09-08 07:04:00,chat_opened,S54681,Android,east,366,1
AE00485,C0286,O00820,2025-03-22 14:00:00,search_route,S27241,iOS,central,650,1
AE00486,C0642,O01090,2024-11-24 12:57:00,delivery_instruction_update,S44319,Web,east,445,1
AE00487,C0113,O00668,2024-03-30 03:51:00,search_route,S82488,Web,riverside,407,1
AE00488,C0403,O00609,2025-06-02 02:06:00,payment_retry,S49774,iOS,north,504,0
AE00489,C0216,O00923,2025-09-06 07:08:00,search_route,S25859,Web,airport,93,1
AE00490,C0092,O00951,2024-11-16 07:23:00,track_order,S49678,Android,central,629,1
AE00491,C0280,O00387,2024-10-28 12:40:00,eta_refresh,S83479,iOS,east,379,1
AE00492,C0626,O00321,2025-09-27 14:21:00,chat_escalated,S90324,Web,central,732,0
AE00493,C0032,O00014,2025-10-16 22:09:00,search_route,S81341,Android,west,609,1
AE00494,C0066,,2024-12-17 10:58:00,track_order,S87386,Android,east,204,1
AE00495,C0152,O00180,2025-05-26 14:42:00,eta_refresh,S19414,iOS,north,461,1
AE00496,C0449,O00883,2024-02-21 07:36:00,chat_escalated,S79276,Android,south,699,1
AE00497,C0019,O00629,2024-10-09 04:18:00,search_route,S48419,Android,south,570,1
AE00498,C0621,,2025-04-05 12:19:00,chat_opened,S97305,iOS,airport,234,1
AE00499,C0067,,2025-01-15 23:40:00,track_order,S64477,Android,riverside,322,1
AE00500,C0044,O01025,2025-11-09 05:18:00,cancel_attempt,S17169,Android,riverside,401,1
AE00501,C0088,,2024-03-21 09:36:00,chat_opened,S85870,iOS,south,317,1
AE00502,C0298,O00586,2025-06-11 10:21:00,delivery_instruction_update,S37174,iOS,riverside,339,1
AE00503,C0112,O00001,2024-08-02 12:35:00,delivery_instruction_update,S44209,Android,riverside,204,1
AE00504,C0530,O00911,2024-09-27 20:14:00,eta_refresh,S26188,iOS,north,650,1
AE00505,C0126,O00933,2025-07-16 13:22:00,delivery_instruction_update,S77180,Web,riverside,60,1
AE00506,C0521,O00847,2025-06-12 23:24:00,search_route,S52317,Android,north,746,1
AE00507,C0613,O00916,2025-12-30 23:05:00,eta_refresh,S75035,iOS,east,805,1
AE00508,C0247,,2024-01-05 03:05:00,search_route,S40964,iOS,airport,661,1
AE00509,C0408,O00111,2025-09-01 23:13:00,delivery_instruction_update,S54652,iOS,north,558,1
AE00510,C0622,O01201,2025-09-10 05:05:00,chat_opened,S76345,Android,west,200,1
AE00511,C0603,O00263,2025-02-23 07:32:00,eta_refresh,S15323,Android,south,626,1
AE00512,C0089,O00210,2024-04-09 08:22:00,payment_retry,S31359,iOS,central,171,1
AE00513,C0128,,2025-12-15 19:45:00,chat_escalated,S83961,Android,central,387,0
AE00514,C0479,O00130,2024-04-16 07:25:00,track_order,S88181,Android,west,563,1
AE00515,C0239,O00552,2025-08-10 23:50:00,track_order,S66252,iOS,south,241,1
AE00516,C0054,O00305,2024-08-19 07:16:00,eta_refresh,S55049,Android,west,695,1
AE00517,C0089,O00288,2025-01-06 00:09:00,eta_refresh,S30949,Android,riverside,358,1
AE00518,C0313,O00598,2025-03-20 18:15:00,cancel_attempt,S42373,Android,south,60,1
AE00519,C0425,O00482,2025-03-13 19:45:00,delivery_instruction_update,S91220,Android,south,472,1
AE00520,C0221,O00875,2025-11-30 11:23:00,delivery_instruction_update,S38093,iOS,south,60,1
AE00521,C0542,O01079,2024-08-26 03:38:00,eta_refresh,S43006,Android,airport,153,1
AE00522,C0495,O00380,2024-01-09 03:41:00,eta_refresh,S15468,iOS,airport,247,1
AE00523,C0212,,2025-08-13 15:36:00,delivery_instruction_update,S34133,Android,central,990,1
AE00524,C0377,O00759,2024-03-17 02:17:00,chat_opened,S27328,iOS,airport,1468,1
AE00525,C0300,O01001,2025-07-23 15:34:00,delivery_instruction_update,S49936,Android,central,716,1
AE00526,C0137,,2025-04-21 19:54:00,search_route,S25731,Android,south,313,1
AE00527,C0475,,2025-10-06 08:53:00,track_order,S58709,iOS,west,225,1
AE00528,C0502,O00032,2025-02-28 15:15:00,eta_refresh,S61761,Android,north,376,1
AE00529,C0226,,2024-01-17 07:51:00,track_order,S67010,Web,south,810,1
AE00530,C0433,O00520,2024-01-01 10:39:00,eta_refresh,S29551,iOS,riverside,279,1
AE00531,C0175,O00897,2025-12-13 19:30:00,payment_retry,S18824,iOS,east,298,0
AE00532,C0223,,2025-04-13 05:32:00,delivery_instruction_update,S23263,Web,west,420,1
AE00533,C0358,O00953,2024-11-10 03:21:00,eta_refresh,S56553,iOS,central,662,1
AE00534,C0518,O00447,2024-01-04 16:24:00,eta_refresh,S59635,Android,north,271,1
AE00535,C0133,O01234,2025-05-23 02:05:00,chat_opened,S28612,Android,airport,405,1
AE00536,C0317,,2025-02-25 05:22:00,eta_refresh,S46532,Android,central,671,1
AE00537,C0124,O00394,2024-08-10 21:10:00,search_route,S68896,Android,south,431,1
AE00538,C0597,O00135,2024-04-18 11:43:00,delivery_instruction_update,S20205,iOS,east,666,1
AE00539,C0145,O00986,2024-07-06 23:30:00,track_order,S78417,Web,east,133,1
AE00540,C0094,,2024-03-01 14:58:00,chat_opened,S46627,Android,north,347,1
AE00541,C0635,O00803,2024-06-06 20:52:00,track_order,S34716,iOS,riverside,83,1
AE00542,C0508,O00291,2024-09-28 21:45:00,track_order,S86081,iOS,south,267,1
AE00543,C0176,O00002,2025-06-26 03:34:00,track_order,S74871,iOS,airport,244,1
AE00544,C0411,O00258,2024-06-17 01:39:00,chat_opened,S14020,iOS,central,451,1
AE00545,C0019,O00640,2025-10-23 01:47:00,search_route,S93178,Android,central,171,1
AE00546,C0041,O00050,2025-07-18 12:02:00,eta_refresh,S37605,Web,north,242,1
AE00547,C0238,O00764,2024-09-28 04:05:00,chat_escalated,S36427,Android,riverside,1138,0
AE00548,C0454,O00923,2024-05-03 13:22:00,chat_opened,S35306,Android,east,510,1
AE00549,C0442,O00287,2025-08-29 00:35:00,delivery_instruction_update,S64617,iOS,west,763,1
AE00550,C0388,O00923,2024-08-15 18:46:00,search_route,S46051,Android,north,549,1
AE00551,C0013,O00455,2025-06-15 23:09:00,chat_opened,S84328,Android,riverside,477,1
AE00552,C0616,O01232,2024-07-28 14:12:00,search_route,S47519,Android,south,671,1
AE00553,C0401,,2025-08-13 10:59:00,track_order,S41785,iOS,central,104,1
AE00554,C0394,O01117,2024-11-03 05:42:00,track_order,S93872,Web,south,292,1
AE00555,C0108,,2025-10-11 17:50:00,track_order,S35202,Web,airport,904,1
AE00556,C0266,,2024-02-13 11:19:00,track_order,S17949,iOS,east,598,1
AE00557,C0187,O00982,2025-02-13 06:44:00,chat_opened,S54552,iOS,riverside,720,1
AE00558,C0129,O01192,2024-08-27 13:04:00,payment_retry,S40376,iOS,east,603,1
AE00559,C0337,O01131,2024-01-30 07:36:00,chat_escalated,S93047,iOS,airport,426,0
AE00560,C0062,O01056,2025-03-30 12:44:00,chat_opened,S36308,Android,airport,60,1
AE00561,C0006,O00716,2024-03-14 20:26:00,chat_opened,S17807,Web,south,97,1
AE00562,C0291,O00100,2024-05-17 23:35:00,payment_retry,S45061,Android,south,567,0
AE00563,C0259,O00572,2025-11-07 23:10:00,search_route,S94354,iOS,east,424,1
AE00564,C0620,O00745,2025-06-29 18:33:00,track_order,S88208,Android,south,854,1
AE00565,C0260,O00177,2024-09-19 23:02:00,track_order,S51574,Web,south,351,1
AE00566,C0538,O00071,2024-12-15 09:29:00,chat_opened,S13907,iOS,airport,709,1
AE00567,C0403,,2025-12-06 13:13:00,delivery_instruction_update,S74491,Android,riverside,838,1
AE00568,C0033,O00103,2025-07-16 05:21:00,search_route,S88268,iOS,airport,691,1
AE00569,C0029,O00438,2025-05-20 00:59:00,cancel_attempt,S35398,Android,west,831,1
AE00570,C0133,O01194,2024-05-21 17:50:00,delivery_instruction_update,S69203,iOS,riverside,387,1
AE00571,C0568,O00328,2025-01-08 15:50:00,chat_escalated,S30102,Web,south,661,1
AE00572,C0074,,2025-10-03 05:16:00,track_order,S12786,Android,east,67,1
AE00573,C0291,O00865,2024-04-17 04:45:00,chat_opened,S32689,Android,central,256,1
AE00574,C0591,O01219,2025-08-20 22:54:00,track_order,S22064,Android,airport,517,1
AE00575,C0509,O00011,2024-12-26 18:38:00,track_order,S44128,iOS,airport,456,1
AE00576,C0218,O00901,2024-11-04 21:00:00,search_route,S39058,Android,west,488,1
AE00577,C0050,O00217,2025-10-29 03:52:00,payment_retry,S25608,iOS,south,280,1
AE00578,C0289,O01215,2025-06-28 05:20:00,chat_opened,S40958,Android,central,1462,1
AE00579,C0088,O01143,2025-07-28 12:36:00,search_route,S48311,Android,north,730,1
AE00580,C0442,O00629,2025-10-11 08:12:00,delivery_instruction_update,S87300,Android,east,60,1
AE00581,C0203,,2024-03-07 08:14:00,chat_opened,S36767,Android,west,708,1
AE00582,C0509,O00053,2025-01-01 20:04:00,chat_escalated,S17952,iOS,central,1402,0
AE00583,C0040,O00424,2024-12-19 02:44:00,eta_refresh,S38065,iOS,east,60,1
AE00584,C0338,,2024-06-02 09:07:00,cancel_attempt,S42250,iOS,north,441,1
AE00585,C0183,O00458,2025-06-21 10:17:00,eta_refresh,S16357,Android,central,152,1
AE00586,C0334,,2025-04-07 08:42:00,search_route,S25359,Android,central,249,1
AE00587,C0430,,2024-05-21 17:34:00,chat_opened,S79926,Android,south,213,1
AE00588,C0046,O00582,2025-06-03 08:19:00,payment_retry,S73412,iOS,riverside,516,0
AE00589,C0543,,2024-11-19 19:38:00,track_order,S82119,Android,riverside,357,1
AE00590,C0515,,2025-04-13 04:28:00,search_route,S33101,Android,east,145,1
AE00591,C0099,O00801,2024-11-06 12:29:00,eta_refresh,S78327,Android,central,755,1
AE00592,C0231,,2024-05-06 13:33:00,delivery_instruction_update,S63193,Android,airport,704,1
AE00593,C0030,,2025-03-10 18:52:00,track_order,S79043,Android,west,655,1
AE00594,C0208,O00618,2024-03-03 09:59:00,track_order,S43752,iOS,west,308,1
AE00595,C0610,O00716,2025-10-02 23:19:00,eta_refresh,S26110,Android,south,142,1
AE00596,C0174,O00190,2024-01-01 19:53:00,eta_refresh,S32843,iOS,airport,462,1
AE00597,C0514,O00030,2024-12-02 18:45:00,track_order,S92720,iOS,riverside,234,1
AE00598,C0461,,2024-06-05 00:16:00,chat_opened,S43230,Android,north,712,1
AE00599,C0410,O00517,2024-09-10 00:17:00,chat_escalated,S52699,Web,riverside,282,1
AE00600,C0634,O00251,2024-12-03 03:06:00,payment_retry,S11815,iOS,west,432,1
AE00601,C0503,O00374,2025-01-06 09:15:00,delivery_instruction_update,S37139,Android,north,850,1
AE00602,C0278,O00559,2024-11-29 17:16:00,chat_opened,S47257,Android,south,355,1
AE00603,C0232,O00960,2024-07-04 16:58:00,search_route,S62391,Web,south,552,1
AE00604,C0378,O00338,2024-05-05 23:01:00,search_route,S93133,iOS,central,266,1
AE00605,C0576,O01052,2024-07-20 03:58:00,chat_escalated,S79827,Web,north,235,0
AE00606,C0442,O00536,2025-01-20 17:25:00,eta_refresh,S68063,iOS,south,394,1
AE00607,C0128,O01228,2024-10-05 00:14:00,eta_refresh,S70979,iOS,north,609,1
AE00608,C0032,O00812,2025-10-21 12:26:00,eta_refresh,S22172,Web,riverside,60,1
AE00609,C0003,O00895,2025-06-27 12:45:00,payment_retry,S43719,iOS,riverside,715,1
AE00610,C0590,,2025-06-19 02:45:00,track_order,S62267,Web,airport,60,1
AE00611,C0038,O00716,2024-11-01 15:56:00,track_order,S52284,Android,riverside,60,1
AE00612,C0446,O00508,2024-07-26 04:10:00,track_order,S42727,Web,west,605,1
AE00613,C0263,O00620,2025-03-03 17:24:00,search_route,S70320,Android,west,355,1
AE00614,C0351,O00652,2024-05-01 01:28:00,eta_refresh,S73106,Android,central,154,1
AE00615,C0450,O00983,2025-09-04 00:03:00,eta_refresh,S99323,iOS,west,322,1
